CATEGORY,TYPE,NAME,REVISION,DESCRIPTION,NOTES,DESIGNATOR [str],VALUE [str],SYMBOL [str],FOOTPRINT [str],PACKAGE [str],HEIGHT [mm],RESISTANCE [Ω],TOLERANCE [%],DRIFT [ppm/K],TCORNER [°C],TMIN [°C],TMAX [°C],VMAX [V],IMAX [A],PMAX [W],SOLDER_TECHNOLOGY [str],IEC61709 [int],OTHERPROPERTIES [str],CREATED [str],VERIFIED [str],KICAD_VISIBILITY [str],MANUFACTURER,MPN,DATASHEET_LINK,DATASHEET_REVISION,SUBSTANCES,SUPPLIER1_NAME,SUPPLIER1_SKP,SUPPLIER1_STATUS,
Passive Component / Resistor / Metal thickfilm,generic,R_0402_620k0_F_100ppmK_generic,0,generic Resistor 0402 (1005 Metric) 620 kΩ 1 % 100 ppm/K,,R,620 kΩ,Device:R,Resistor_SMD:R_0402_1005Metric,0402,0.4 mm,620 kΩ,1 %,100 ppm/K,70 °C,-55 °C,155 °C,50 V,-,0.063 W,SMT,,,2025-08-06 BLU,,"PACKAGE, TOLERANCE",,,,,,,,,"R_0402_620k0_F_100ppmK_Yageo_RC0402FR-07620KL, R_0402_620k0_F_100ppmK_VishayDale_CRCW0402620KFKED, R_0402_620k0_F_100ppmK_StackpoleElectronicsInc_RMCF0402FT620K"
Passive Component / Resistor / Metal thickfilm,specific,R_0402_620k0_F_100ppmK_Yageo_RC0402FR-07620KL,0,Resistor 0402 (1005 Metric) 620 kΩ 1 % 100 ppm/K,,R,620 kΩ,Device:R,Resistor_SMD:R_0402_1005Metric,0402,0.4 mm,620 kΩ,1 %,100 ppm/K,70 °C,-55 °C,155 °C,50 V,-,0.063 W,SMT,,,2025-08-06 BLU,,,Yageo,RC0402FR-07620KL,https://www.yageo.com/upload/media/product/products/datasheet/rchip/PYu-RC_Group_51_RoHS_L_12.pdf,Version 12 - 2022-08-02,RoHS3 2015/863,DIGIKEY,311-620KLRCT-ND,ACTIVE,
Passive Component / Resistor / Metal thickfilm,specific,R_0402_620k0_F_100ppmK_VishayDale_CRCW0402620KFKED,0,Resistor 0402 (1005 Metric) 620 kΩ 1 % 100 ppm/K,,R,620 kΩ,Device:R,Resistor_SMD:R_0402_1005Metric,0402,0.4 mm,620 kΩ,1 %,100 ppm/K,70 °C,-55 °C,155 °C,50 V,-,0.063 W,SMT,,,2025-08-06 BLU,,,Vishay Dale,CRCW0402620KFKED,https://www.vishay.com/docs/20035/dcrcwe3.pdf,2025-06-02,RoHS3 2015/863,DIGIKEY,541-620KLCT-ND,ACTIVE,
Passive Component / Resistor / Metal thickfilm,specific,R_0402_620k0_F_100ppmK_StackpoleElectronicsInc_RMCF0402FT620K,0,Resistor 0402 (1005 Metric) 620 kΩ 1 % 100 ppm/K,,R,620 kΩ,Device:R,Resistor_SMD:R_0402_1005Metric,0402,0.4 mm,620 kΩ,1 %,100 ppm/K,70 °C,-55 °C,155 °C,50 V,-,0.063 W,SMT,,,2025-08-06 BLU,,,Stackpole Electronics Inc.,RMCF0402FT620K,https://www.seielect.com/catalog/sei-rmcf_rmcp.pdf,2025-05-01,RoHS3 2015/863,DIGIKEY,RMCF0402FT620KCT-ND,ACTIVE,
Passive Component / Resistor / Metal thickfilm,generic,R_0402_680k0_F_100ppmK_generic,0,generic Resistor 0402 (1005 Metric) 680 kΩ 1 % 100 ppm/K,,R,680 kΩ,Device:R,Resistor_SMD:R_0402_1005Metric,0402,0.4 mm,680 kΩ,1 %,100 ppm/K,70 °C,-55 °C,155 °C,50 V,-,0.063 W,SMT,,,2025-08-06 BLU,,"PACKAGE, TOLERANCE",,,,,,,,,"R_0402_680k0_F_100ppmK_Yageo_RC0402FR-07680KL, R_0402_680k0_F_100ppmK_VishayDale_CRCW0402680KFKED, R_0402_680k0_F_100ppmK_StackpoleElectronicsInc_RMCF0402FT680K"
Passive Component / Resistor / Metal thickfilm,specific,R_0402_680k0_F_100ppmK_Yageo_RC0402FR-07680KL,0,Resistor 0402 (1005 Metric) 680 kΩ 1 % 100 ppm/K,,R,680 kΩ,Device:R,Resistor_SMD:R_0402_1005Metric,0402,0.4 mm,680 kΩ,1 %,100 ppm/K,70 °C,-55 °C,155 °C,50 V,-,0.063 W,SMT,,,2025-08-06 BLU,,,Yageo,RC0402FR-07680KL,https://www.yageo.com/upload/media/product/products/datasheet/rchip/PYu-RC_Group_51_RoHS_L_12.pdf,Version 12 - 2022-08-02,RoHS3 2015/863,DIGIKEY,YAG3211CT-ND,ACTIVE,
Passive Component / Resistor / Metal thickfilm,specific,R_0402_680k0_F_100ppmK_VishayDale_CRCW0402680KFKED,0,Resistor 0402 (1005 Metric) 680 kΩ 1 % 100 ppm/K,,R,680 kΩ,Device:R,Resistor_SMD:R_0402_1005Metric,0402,0.4 mm,680 kΩ,1 %,100 ppm/K,70 °C,-55 °C,155 °C,50 V,-,0.063 W,SMT,,,2025-08-06 BLU,,,Vishay Dale,CRCW0402680KFKED,https://www.vishay.com/docs/20035/dcrcwe3.pdf,2025-06-02,RoHS3 2015/863,DIGIKEY,541-680KLCT-ND,ACTIVE,
Passive Component / Resistor / Metal thickfilm,specific,R_0402_680k0_F_100ppmK_StackpoleElectronicsInc_RMCF0402FT680K,0,Resistor 0402 (1005 Metric) 680 kΩ 1 % 100 ppm/K,,R,680 kΩ,Device:R,Resistor_SMD:R_0402_1005Metric,0402,0.4 mm,680 kΩ,1 %,100 ppm/K,70 °C,-55 °C,155 °C,50 V,-,0.063 W,SMT,,,2025-08-06 BLU,,,Stackpole Electronics Inc.,RMCF0402FT680K,https://www.seielect.com/catalog/sei-rmcf_rmcp.pdf,2025-05-01,RoHS3 2015/863,DIGIKEY,RMCF0402FT680KCT-ND,ACTIVE,
Passive Component / Resistor / Metal thickfilm,generic,R_0402_750k0_F_100ppmK_generic,0,generic Resistor 0402 (1005 Metric) 750 kΩ 1 % 100 ppm/K,,R,750 kΩ,Device:R,Resistor_SMD:R_0402_1005Metric,0402,0.4 mm,750 kΩ,1 %,100 ppm/K,70 °C,-55 °C,155 °C,50 V,-,0.063 W,SMT,,,2025-08-06 BLU,,"PACKAGE, TOLERANCE",,,,,,,,,"R_0402_750k0_F_100ppmK_Yageo_RC0402FR-07750KL, R_0402_750k0_F_100ppmK_VishayDale_CRCW0402750KFKED, R_0402_750k0_F_100ppmK_StackpoleElectronicsInc_RMCF0402FT750K"
Passive Component / Resistor / Metal thickfilm,specific,R_0402_750k0_F_100ppmK_Yageo_RC0402FR-07750KL,0,Resistor 0402 (1005 Metric) 750 kΩ 1 % 100 ppm/K,,R,750 kΩ,Device:R,Resistor_SMD:R_0402_1005Metric,0402,0.4 mm,750 kΩ,1 %,100 ppm/K,70 °C,-55 °C,155 °C,50 V,-,0.063 W,SMT,,,2025-08-06 BLU,,,Yageo,RC0402FR-07750KL,https://www.yageo.com/upload/media/product/products/datasheet/rchip/PYu-RC_Group_51_RoHS_L_12.pdf,Version 12 - 2022-08-02,RoHS3 2015/863,DIGIKEY,YAG3228CT-ND,ACTIVE,
Passive Component / Resistor / Metal thickfilm,specific,R_0402_750k0_F_100ppmK_VishayDale_CRCW0402750KFKED,0,Resistor 0402 (1005 Metric) 750 kΩ 1 % 100 ppm/K,,R,750 kΩ,Device:R,Resistor_SMD:R_0402_1005Metric,0402,0.4 mm,750 kΩ,1 %,100 ppm/K,70 °C,-55 °C,155 °C,50 V,-,0.063 W,SMT,,,2025-08-06 BLU,,,Vishay Dale,CRCW0402750KFKED,https://www.vishay.com/docs/20035/dcrcwe3.pdf,2025-06-02,RoHS3 2015/863,DIGIKEY,541-750KLCT-ND,ACTIVE,
Passive Component / Resistor / Metal thickfilm,specific,R_0402_750k0_F_100ppmK_StackpoleElectronicsInc_RMCF0402FT750K,0,Resistor 0402 (1005 Metric) 750 kΩ 1 % 100 ppm/K,,R,750 kΩ,Device:R,Resistor_SMD:R_0402_1005Metric,0402,0.4 mm,750 kΩ,1 %,100 ppm/K,70 °C,-55 °C,155 °C,50 V,-,0.063 W,SMT,,,2025-08-06 BLU,,,Stackpole Electronics Inc.,RMCF0402FT750K,https://www.seielect.com/catalog/sei-rmcf_rmcp.pdf,2025-05-01,RoHS3 2015/863,DIGIKEY,RMCF0402FT750KCT-ND,ACTIVE,
Passive Component / Resistor / Metal thickfilm,generic,R_0402_820k0_F_100ppmK_generic,0,generic Resistor 0402 (1005 Metric) 820 kΩ 1 % 100 ppm/K,,R,820 kΩ,Device:R,Resistor_SMD:R_0402_1005Metric,0402,0.4 mm,820 kΩ,1 %,100 ppm/K,70 °C,-55 °C,155 °C,50 V,-,0.063 W,SMT,,,2025-08-06 BLU,,"PACKAGE, TOLERANCE",,,,,,,,,"R_0402_820k0_F_100ppmK_Yageo_RC0402FR-07820KL, R_0402_820k0_F_100ppmK_VishayDale_CRCW0402820KFKED, R_0402_820k0_F_100ppmK_StackpoleElectronicsInc_RMCF0402FT820K"
Passive Component / Resistor / Metal thickfilm,specific,R_0402_820k0_F_100ppmK_Yageo_RC0402FR-07820KL,0,Resistor 0402 (1005 Metric) 820 kΩ 1 % 100 ppm/K,,R,820 kΩ,Device:R,Resistor_SMD:R_0402_1005Metric,0402,0.4 mm,820 kΩ,1 %,100 ppm/K,70 °C,-55 °C,155 °C,50 V,-,0.063 W,SMT,,,2025-08-06 BLU,,,Yageo,RC0402FR-07820KL,https://www.yageo.com/upload/media/product/products/datasheet/rchip/PYu-RC_Group_51_RoHS_L_12.pdf,Version 12 - 2022-08-02,RoHS3 2015/863,DIGIKEY,YAG3240CT-ND,ACTIVE,
Passive Component / Resistor / Metal thickfilm,specific,R_0402_820k0_F_100ppmK_VishayDale_CRCW0402820KFKED,0,Resistor 0402 (1005 Metric) 820 kΩ 1 % 100 ppm/K,,R,820 kΩ,Device:R,Resistor_SMD:R_0402_1005Metric,0402,0.4 mm,820 kΩ,1 %,100 ppm/K,70 °C,-55 °C,155 °C,50 V,-,0.063 W,SMT,,,2025-08-06 BLU,,,Vishay Dale,CRCW0402820KFKED,https://www.vishay.com/docs/20035/dcrcwe3.pdf,2025-06-02,RoHS3 2015/863,DIGIKEY,541-820KLCT-ND,ACTIVE,
Passive Component / Resistor / Metal thickfilm,specific,R_0402_820k0_F_100ppmK_StackpoleElectronicsInc_RMCF0402FT820K,0,Resistor 0402 (1005 Metric) 820 kΩ 1 % 100 ppm/K,,R,820 kΩ,Device:R,Resistor_SMD:R_0402_1005Metric,0402,0.4 mm,820 kΩ,1 %,100 ppm/K,70 °C,-55 °C,155 °C,50 V,-,0.063 W,SMT,,,2025-08-06 BLU,,,Stackpole Electronics Inc.,RMCF0402FT820K,https://www.seielect.com/catalog/sei-rmcf_rmcp.pdf,2025-05-01,RoHS3 2015/863,DIGIKEY,738-RMCF0402FT820KCT-ND,ACTIVE,
Passive Component / Resistor / Metal thickfilm,generic,R_0402_910k0_F_100ppmK_generic,0,generic Resistor 0402 (1005 Metric) 910 kΩ 1 % 100 ppm/K,,R,910 kΩ,Device:R,Resistor_SMD:R_0402_1005Metric,0402,0.4 mm,910 kΩ,1 %,100 ppm/K,70 °C,-55 °C,155 °C,50 V,-,0.063 W,SMT,,,2025-08-06 BLU,,"PACKAGE, TOLERANCE",,,,,,,,,"R_0402_910k0_F_100ppmK_Yageo_RC0402FR-07910KL, R_0402_910k0_F_100ppmK_VishayDale_CRCW0402910KFKED, R_0402_910k0_F_100ppmK_StackpoleElectronicsInc_RMCF0402FT910K"
Passive Component / Resistor / Metal thickfilm,specific,R_0402_910k0_F_100ppmK_Yageo_RC0402FR-07910KL,0,Resistor 0402 (1005 Metric) 910 kΩ 1 % 100 ppm/K,,R,910 kΩ,Device:R,Resistor_SMD:R_0402_1005Metric,0402,0.4 mm,910 kΩ,1 %,100 ppm/K,70 °C,-55 °C,155 °C,50 V,-,0.063 W,SMT,,,2025-08-06 BLU,,,Yageo,RC0402FR-07910KL,https://www.yageo.com/upload/media/product/products/datasheet/rchip/PYu-RC_Group_51_RoHS_L_12.pdf,Version 12 - 2022-08-02,RoHS3 2015/863,DIGIKEY,YAG3257CT-ND,ACTIVE,
Passive Component / Resistor / Metal thickfilm,specific,R_0402_910k0_F_100ppmK_VishayDale_CRCW0402910KFKED,0,Resistor 0402 (1005 Metric) 910 kΩ 1 % 100 ppm/K,,R,910 kΩ,Device:R,Resistor_SMD:R_0402_1005Metric,0402,0.4 mm,910 kΩ,1 %,100 ppm/K,70 °C,-55 °C,155 °C,50 V,-,0.063 W,SMT,,,2025-08-06 BLU,,,Vishay Dale,CRCW0402910KFKED,https://www.vishay.com/docs/20035/dcrcwe3.pdf,2025-06-02,RoHS3 2015/863,DIGIKEY,541-910KLCT-ND,ACTIVE,
Passive Component / Resistor / Metal thickfilm,specific,R_0402_910k0_F_100ppmK_StackpoleElectronicsInc_RMCF0402FT910K,0,Resistor 0402 (1005 Metric) 910 kΩ 1 % 100 ppm/K,,R,910 kΩ,Device:R,Resistor_SMD:R_0402_1005Metric,0402,0.4 mm,910 kΩ,1 %,100 ppm/K,70 °C,-55 °C,155 °C,50 V,-,0.063 W,SMT,,,2025-08-06 BLU,,,Stackpole Electronics Inc.,RMCF0402FT910K,https://www.seielect.com/catalog/sei-rmcf_rmcp.pdf,2025-05-01,RoHS3 2015/863,DIGIKEY,RMCF0402FT910KCT-ND,ACTIVE,
Passive Component / Resistor / Metal thickfilm,generic,R_0402_1M0_F_100ppmK_generic,0,generic Resistor 0402 (1005 Metric) 1 MΩ 1 % 100 ppm/K,,R,1 MΩ,Device:R,Resistor_SMD:R_0402_1005Metric,0402,0.4 mm,1 MΩ,1 %,100 ppm/K,70 °C,-55 °C,155 °C,50 V,-,0.063 W,SMT,,,2025-08-06 BLU,,"PACKAGE, TOLERANCE",,,,,,,,,"R_0402_1M0_F_100ppmK_Yageo_RC0402FR-071ML, R_0402_1M0_F_100ppmK_VishayDale_CRCW04021M00FKED, R_0402_1M0_F_100ppmK_StackpoleElectronicsInc_RMCF0402FT1M00"
Passive Component / Resistor / Metal thickfilm,specific,R_0402_1M0_F_100ppmK_Yageo_RC0402FR-071ML,0,Resistor 0402 (1005 Metric) 1 MΩ 1 % 100 ppm/K,,R,1 MΩ,Device:R,Resistor_SMD:R_0402_1005Metric,0402,0.4 mm,1 MΩ,1 %,100 ppm/K,70 °C,-55 °C,155 °C,50 V,-,0.063 W,SMT,,,2025-08-06 BLU,,,Yageo,RC0402FR-071ML,https://www.yageo.com/upload/media/product/products/datasheet/rchip/PYu-RC_Group_51_RoHS_L_12.pdf,Version 12 - 2022-08-02,RoHS3 2015/863,DIGIKEY,311-1.00MLRCT-ND,ACTIVE,
Passive Component / Resistor / Metal thickfilm,specific,R_0402_1M0_F_100ppmK_VishayDale_CRCW04021M00FKED,0,Resistor 0402 (1005 Metric) 1 MΩ 1 % 100 ppm/K,,R,1 MΩ,Device:R,Resistor_SMD:R_0402_1005Metric,0402,0.4 mm,1 MΩ,1 %,100 ppm/K,70 °C,-55 °C,155 °C,50 V,-,0.063 W,SMT,,,2025-08-06 BLU,,,Vishay Dale,CRCW04021M00FKED,https://www.vishay.com/docs/20035/dcrcwe3.pdf,2025-06-02,RoHS3 2015/863,DIGIKEY,541-1.00MLCT-ND,ACTIVE,
Passive Component / Resistor / Metal thickfilm,specific,R_0402_1M0_F_100ppmK_StackpoleElectronicsInc_RMCF0402FT1M00,0,Resistor 0402 (1005 Metric) 1 MΩ 1 % 100 ppm/K,,R,1 MΩ,Device:R,Resistor_SMD:R_0402_1005Metric,0402,0.4 mm,1 MΩ,1 %,100 ppm/K,70 °C,-55 °C,155 °C,50 V,-,0.063 W,SMT,,,2025-08-06 BLU,,,Stackpole Electronics Inc.,RMCF0402FT1M00,https://www.seielect.com/catalog/sei-rmcf_rmcp.pdf,2025-05-01,RoHS3 2015/863,DIGIKEY,RMCF0402FT1M00CT-ND,ACTIVE,
Passive Component / Resistor / Metal thickfilm,generic,R_0603_0R0_Jumper_generic,0,generic Resistor 0603 (1608 Metric) 0 Ω Jumper ,,R,0 Ω,Device:R,Resistor_SMD:R_0603_1605Metric,0603,0.6 mm,0 Ω,Jumper,-,-,-55 °C,155 °C,75 V,1 A,-,SMT,,,2025-08-06 BLU,,"PACKAGE, TOLERANCE",,,,,,,,,"R_0603_0R0_Jumper_Yageo_RC0603JR-070RL, R_0603_0R0_Jumper_VishayDale_CRCW06030000Z0EAHP, R_0603_0R0_Jumper_StackpoleElectronicsInc_RMCF0603ZT0R00"
Passive Component / Resistor / Metal thickfilm,specific,R_0603_0R0_Jumper_Yageo_RC0603JR-070RL,0,Resistor 0603 (1608 Metric) 0 Ω Jumper ,,R,0 Ω,Device:R,Resistor_SMD:R_0603_1605Metric,0603,0.6 mm,0 Ω,Jumper,-,-,-55 °C,155 °C,75 V,1 A,-,SMT,,,2025-08-06 BLU,,,Yageo,RC0603JR-070RL,https://www.yageo.com/upload/media/product/products/datasheet/rchip/PYu-RC_Group_51_RoHS_L_12.pdf,Version 12 - 2022-08-02,RoHS3 2015/863,DIGIKEY,311-0.0GRCT-ND,ACTIVE,
Passive Component / Resistor / Metal thickfilm,specific,R_0603_0R0_Jumper_VishayDale_CRCW06030000Z0EAHP,0,Resistor 0603 (1608 Metric) 0 Ω Jumper ,,R,0 Ω,Device:R,Resistor_SMD:R_0603_1605Metric,0603,0.6 mm,0 Ω,Jumper,-,-,-55 °C,155 °C,75 V,1 A,-,SMT,,,2025-08-06 BLU,,,Vishay Dale,CRCW06030000Z0EAHP,https://www.vishay.com/docs/20035/dcrcwe3.pdf,2025-06-02,RoHS3 2015/863,DIGIKEY,541-0.0SBCT-ND,ACTIVE,
Passive Component / Resistor / Metal thickfilm,specific,R_0603_0R0_Jumper_StackpoleElectronicsInc_RMCF0603ZT0R00,0,Resistor 0603 (1608 Metric) 0 Ω Jumper ,,R,0 Ω,Device:R,Resistor_SMD:R_0603_1605Metric,0603,0.6 mm,0 Ω,Jumper,-,-,-55 °C,155 °C,75 V,1 A,-,SMT,,,2025-08-06 BLU,,,Stackpole Electronics Inc.,RMCF0603ZT0R00,https://www.seielect.com/catalog/sei-rmcf_rmcp.pdf,2025-05-01,RoHS3 2015/863,DIGIKEY,RMCF0603ZT0R00CT-ND,ACTIVE,
Passive Component / Resistor / Metal thickfilm,generic,R_0603_10R0_F_200ppmK_generic,0,generic Resistor 0603 (1608 Metric) 10 Ω 1 % 200 ppm/K,,R,10 Ω,Device:R,Resistor_SMD:R_0603_1605Metric,0603,0.6 mm,10 Ω,1 %,200 ppm/K,70 °C,-55 °C,155 °C,75 V,-,0.1 W,SMT,,,2025-08-06 BLU,,"PACKAGE, TOLERANCE",,,,,,,,,"R_0603_10R0_F_200ppmK_Yageo_RC0603FR-0710RL, R_0603_10R0_F_200ppmK_VishayDale_CRCW060310R0FKEA, R_0603_10R0_F_200ppmK_StackpoleElectronicsInc_RMCF0603FT10R0"
Passive Component / Resistor / Metal thickfilm,specific,R_0603_10R0_F_200ppmK_Yageo_RC0603FR-0710RL,0,Resistor 0603 (1608 Metric) 10 Ω 1 % 200 ppm/K,,R,10 Ω,Device:R,Resistor_SMD:R_0603_1605Metric,0603,0.6 mm,10 Ω,1 %,200 ppm/K,70 °C,-55 °C,155 °C,75 V,-,0.1 W,SMT,,,2025-08-06 BLU,,,Yageo,RC0603FR-0710RL,https://www.yageo.com/upload/media/product/products/datasheet/rchip/PYu-RC_Group_51_RoHS_L_12.pdf,Version 12 - 2022-08-02,RoHS3 2015/863,DIGIKEY,311-10.0HRCT-ND,ACTIVE,
Passive Component / Resistor / Metal thickfilm,specific,R_0603_10R0_F_200ppmK_VishayDale_CRCW060310R0FKEA,0,Resistor 0603 (1608 Metric) 10 Ω 1 % 200 ppm/K,,R,10 Ω,Device:R,Resistor_SMD:R_0603_1605Metric,0603,0.6 mm,10 Ω,1 %,200 ppm/K,70 °C,-55 °C,155 °C,75 V,-,0.1 W,SMT,,,2025-08-06 BLU,,,Vishay Dale,CRCW060310R0FKEA,https://www.vishay.com/docs/20035/dcrcwe3.pdf,2025-06-02,RoHS3 2015/863,DIGIKEY,541-10.0HCT-ND,ACTIVE,
Passive Component / Resistor / Metal thickfilm,specific,R_0603_10R0_F_200ppmK_StackpoleElectronicsInc_RMCF0603FT10R0,0,Resistor 0603 (1608 Metric) 10 Ω 1 % 200 ppm/K,,R,10 Ω,Device:R,Resistor_SMD:R_0603_1605Metric,0603,0.6 mm,10 Ω,1 %,200 ppm/K,70 °C,-55 °C,155 °C,75 V,-,0.1 W,SMT,,,2025-08-06 BLU,,,Stackpole Electronics Inc.,RMCF0603FT10R0,https://www.seielect.com/catalog/sei-rmcf_rmcp.pdf,2025-05-01,RoHS3 2015/863,DIGIKEY,RMCF0603FT10R0CT-ND,ACTIVE,
Passive Component / Resistor / Metal thickfilm,generic,R_0603_11R0_F_100ppmK_generic,0,generic Resistor 0603 (1608 Metric) 11 Ω 1 % 100 ppm/K,,R,11 Ω,Device:R,Resistor_SMD:R_0603_1605Metric,0603,0.6 mm,11 Ω,1 %,100 ppm/K,70 °C,-55 °C,155 °C,75 V,-,0.1 W,SMT,,,2025-08-06 BLU,,"PACKAGE, TOLERANCE",,,,,,,,,"R_0603_11R0_F_100ppmK_Yageo_RC0603FR-0711RL, R_0603_11R0_F_100ppmK_VishayDale_CRCW060311R0FKEA, R_0603_11R0_F_100ppmK_StackpoleElectronicsInc_RMCF0603FT11R0"
Passive Component / Resistor / Metal thickfilm,specific,R_0603_11R0_F_100ppmK_Yageo_RC0603FR-0711RL,0,Resistor 0603 (1608 Metric) 11 Ω 1 % 100 ppm/K,,R,11 Ω,Device:R,Resistor_SMD:R_0603_1605Metric,0603,0.6 mm,11 Ω,1 %,100 ppm/K,70 °C,-55 °C,155 °C,75 V,-,0.1 W,SMT,,,2025-08-06 BLU,,,Yageo,RC0603FR-0711RL,https://www.yageo.com/upload/media/product/products/datasheet/rchip/PYu-RC_Group_51_RoHS_L_12.pdf,Version 12 - 2022-08-02,RoHS3 2015/863,DIGIKEY,311-11.0HRCT-ND,ACTIVE,
Passive Component / Resistor / Metal thickfilm,specific,R_0603_11R0_F_100ppmK_VishayDale_CRCW060311R0FKEA,0,Resistor 0603 (1608 Metric) 11 Ω 1 % 100 ppm/K,,R,11 Ω,Device:R,Resistor_SMD:R_0603_1605Metric,0603,0.6 mm,11 Ω,1 %,100 ppm/K,70 °C,-55 °C,155 °C,75 V,-,0.1 W,SMT,,,2025-08-06 BLU,,,Vishay Dale,CRCW060311R0FKEA,https://www.vishay.com/docs/20035/dcrcwe3.pdf,2025-06-02,RoHS3 2015/863,DIGIKEY,541-11.0HCT-ND,ACTIVE,
Passive Component / Resistor / Metal thickfilm,specific,R_0603_11R0_F_100ppmK_StackpoleElectronicsInc_RMCF0603FT11R0,0,Resistor 0603 (1608 Metric) 11 Ω 1 % 100 ppm/K,,R,11 Ω,Device:R,Resistor_SMD:R_0603_1605Metric,0603,0.6 mm,11 Ω,1 %,100 ppm/K,70 °C,-55 °C,155 °C,75 V,-,0.1 W,SMT,,,2025-08-06 BLU,,,Stackpole Electronics Inc.,RMCF0603FT11R0,https://www.seielect.com/catalog/sei-rmcf_rmcp.pdf,2025-05-01,RoHS3 2015/863,DIGIKEY,RMCF0603FT11R0CT-ND,ACTIVE,
Passive Component / Resistor / Metal thickfilm,generic,R_0603_12R0_F_100ppmK_generic,0,generic Resistor 0603 (1608 Metric) 12 Ω 1 % 100 ppm/K,,R,12 Ω,Device:R,Resistor_SMD:R_0603_1605Metric,0603,0.6 mm,12 Ω,1 %,100 ppm/K,70 °C,-55 °C,155 °C,75 V,-,0.1 W,SMT,,,2025-08-06 BLU,,"PACKAGE, TOLERANCE",,,,,,,,,"R_0603_12R0_F_100ppmK_Yageo_RC0603FR-0712RL, R_0603_12R0_F_100ppmK_VishayDale_CRCW060312R0FKEA, R_0603_12R0_F_100ppmK_StackpoleElectronicsInc_RMCF0603FT12R0"
Passive Component / Resistor / Metal thickfilm,specific,R_0603_12R0_F_100ppmK_Yageo_RC0603FR-0712RL,0,Resistor 0603 (1608 Metric) 12 Ω 1 % 100 ppm/K,,R,12 Ω,Device:R,Resistor_SMD:R_0603_1605Metric,0603,0.6 mm,12 Ω,1 %,100 ppm/K,70 °C,-55 °C,155 °C,75 V,-,0.1 W,SMT,,,2025-08-06 BLU,,,Yageo,RC0603FR-0712RL,https://www.yageo.com/upload/media/product/products/datasheet/rchip/PYu-RC_Group_51_RoHS_L_12.pdf,Version 12 - 2022-08-02,RoHS3 2015/863,DIGIKEY,311-12.0HRCT-ND,ACTIVE,
Passive Component / Resistor / Metal thickfilm,specific,R_0603_12R0_F_100ppmK_VishayDale_CRCW060312R0FKEA,0,Resistor 0603 (1608 Metric) 12 Ω 1 % 100 ppm/K,,R,12 Ω,Device:R,Resistor_SMD:R_0603_1605Metric,0603,0.6 mm,12 Ω,1 %,100 ppm/K,70 °C,-55 °C,155 °C,75 V,-,0.1 W,SMT,,,2025-08-06 BLU,,,Vishay Dale,CRCW060312R0FKEA,https://www.vishay.com/docs/20035/dcrcwe3.pdf,2025-06-02,RoHS3 2015/863,DIGIKEY,541-12.0HCT-ND,ACTIVE,
Passive Component / Resistor / Metal thickfilm,specific,R_0603_12R0_F_100ppmK_StackpoleElectronicsInc_RMCF0603FT12R0,0,Resistor 0603 (1608 Metric) 12 Ω 1 % 100 ppm/K,,R,12 Ω,Device:R,Resistor_SMD:R_0603_1605Metric,0603,0.6 mm,12 Ω,1 %,100 ppm/K,70 °C,-55 °C,155 °C,75 V,-,0.1 W,SMT,,,2025-08-06 BLU,,,Stackpole Electronics Inc.,RMCF0603FT12R0,https://www.seielect.com/catalog/sei-rmcf_rmcp.pdf,2025-05-01,RoHS3 2015/863,DIGIKEY,RMCF0603FT12R0CT-ND,ACTIVE,
Passive Component / Resistor / Metal thickfilm,generic,R_0603_13R0_F_100ppmK_generic,0,generic Resistor 0603 (1608 Metric) 13 Ω 1 % 100 ppm/K,,R,13 Ω,Device:R,Resistor_SMD:R_0603_1605Metric,0603,0.6 mm,13 Ω,1 %,100 ppm/K,70 °C,-55 °C,155 °C,75 V,-,0.1 W,SMT,,,2025-08-06 BLU,,"PACKAGE, TOLERANCE",,,,,,,,,"R_0603_13R0_F_100ppmK_Yageo_RC0603FR-0713RL, R_0603_13R0_F_100ppmK_VishayDale_CRCW060313R0FKEA, R_0603_13R0_F_100ppmK_StackpoleElectronicsInc_RMCF0603FT13R0"
Passive Component / Resistor / Metal thickfilm,specific,R_0603_13R0_F_100ppmK_Yageo_RC0603FR-0713RL,0,Resistor 0603 (1608 Metric) 13 Ω 1 % 100 ppm/K,,R,13 Ω,Device:R,Resistor_SMD:R_0603_1605Metric,0603,0.6 mm,13 Ω,1 %,100 ppm/K,70 °C,-55 °C,155 °C,75 V,-,0.1 W,SMT,,,2025-08-06 BLU,,,Yageo,RC0603FR-0713RL,https://www.yageo.com/upload/media/product/products/datasheet/rchip/PYu-RC_Group_51_RoHS_L_12.pdf,Version 12 - 2022-08-02,RoHS3 2015/863,DIGIKEY,311-13.0HRCT-ND,ACTIVE,
Passive Component / Resistor / Metal thickfilm,specific,R_0603_13R0_F_100ppmK_VishayDale_CRCW060313R0FKEA,0,Resistor 0603 (1608 Metric) 13 Ω 1 % 100 ppm/K,,R,13 Ω,Device:R,Resistor_SMD:R_0603_1605Metric,0603,0.6 mm,13 Ω,1 %,100 ppm/K,70 °C,-55 °C,155 °C,75 V,-,0.1 W,SMT,,,2025-08-06 BLU,,,Vishay Dale,CRCW060313R0FKEA,https://www.vishay.com/docs/20035/dcrcwe3.pdf,2025-06-02,RoHS3 2015/863,DIGIKEY,541-13.0HCT-ND,ACTIVE,
